start	end	text	parse_string	label
578.6886279296875	580.0486279296875	that I was being sued by a monkey	(SBAR (IN that) (S (NP (PRP I)) (VP (VBD was) (VP (VBG being) (VP (VBN sued) (PP (IN by) (NP (DT a) (NN monkey))))))))	('SBAR',)
578.7686279296875	580.0486279296875	I was being sued by a monkey	(S (NP (PRP I)) (VP (VBD was) (VP (VBG being) (VP (VBN sued) (PP (IN by) (NP (DT a) (NN monkey)))))))	('S',)
578.8386279296875	580.0486279296875	was being sued by a monkey	(VP (VBD was) (VP (VBG being) (VP (VBN sued) (PP (IN by) (NP (DT a) (NN monkey))))))	('VP',)
578.9686279296875	580.0486279296875	being sued by a monkey	(VP (VBG being) (VP (VBN sued) (PP (IN by) (NP (DT a) (NN monkey)))))	('VP',)
579.1386279296875	580.0486279296875	sued by a monkey	(VP (VBN sued) (PP (IN by) (NP (DT a) (NN monkey))))	('VP',)
579.4286279296875	580.0486279296875	by a monkey	(PP (IN by) (NP (DT a) (NN monkey)))	('PP',)
579.5886279296875	580.0486279296875	a monkey	(NP (DT a) (NN monkey))	('NP',)
580.9219279296875	588.2019279296875	The monkey in the selfie photos was suing him for copyright infringement with the help of PETA People for the Ethical Treatment of Animals	(S (NP (NP (DT The) (NN monkey)) (PP (IN in) (NP (DT the) (NN selfie) (NNS photos)))) (VP (VBD was) (VP (VBG suing) (NP (PRP him)) (PP (IN for) (NP (NN copyright) (NN infringement))) (PP (IN with) (NP (NP (DT the) (NN help)) (PP (IN of) (NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals)))))))))))))	('S',)
580.9219279296875	582.4019279296875	The monkey in the selfie photos	(NP (NP (DT The) (NN monkey)) (PP (IN in) (NP (DT the) (NN selfie) (NNS photos))))	('NP',)
580.9219279296875	581.3019279296875	The monkey	(NP (DT The) (NN monkey))	('NP',)
581.3819279296875	582.4019279296875	in the selfie photos	(PP (IN in) (NP (DT the) (NN selfie) (NNS photos)))	('PP',)
581.4519279296875	582.4019279296875	the selfie photos	(NP (DT the) (NN selfie) (NNS photos))	('NP',)
582.4419279296875	588.2019279296875	was suing him for copyright infringement with the help of PETA People for the Ethical Treatment of Animals	(VP (VBD was) (VP (VBG suing) (NP (PRP him)) (PP (IN for) (NP (NN copyright) (NN infringement))) (PP (IN with) (NP (NP (DT the) (NN help)) (PP (IN of) (NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals))))))))))))	('VP',)
582.6019279296875	588.2019279296875	suing him for copyright infringement with the help of PETA People for the Ethical Treatment of Animals	(VP (VBG suing) (NP (PRP him)) (PP (IN for) (NP (NN copyright) (NN infringement))) (PP (IN with) (NP (NP (DT the) (NN help)) (PP (IN of) (NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals)))))))))))	('VP',)
582.9819279296875	584.7119279296875	for copyright infringement	(PP (IN for) (NP (NN copyright) (NN infringement)))	('PP',)
583.0919279296875	584.7119279296875	copyright infringement	(NP (NN copyright) (NN infringement))	('NP',)
584.8319279296875	588.2019279296875	with the help of PETA People for the Ethical Treatment of Animals	(PP (IN with) (NP (NP (DT the) (NN help)) (PP (IN of) (NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals))))))))))	('PP',)
584.9219279296875	588.2019279296875	the help of PETA People for the Ethical Treatment of Animals	(NP (NP (DT the) (NN help)) (PP (IN of) (NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals)))))))))	('NP',)
584.9219279296875	585.1619279296875	the help	(NP (DT the) (NN help))	('NP',)
585.2219279296875	588.2019279296875	of PETA People for the Ethical Treatment of Animals	(PP (IN of) (NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals))))))))	('PP',)
585.4019279296875	588.2019279296875	PETA People for the Ethical Treatment of Animals	(NP (NNP PETA) (NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals)))))))	('NP',)
586.2319279296875	588.2019279296875	People for the Ethical Treatment of Animals	(NP (NP (NNPS People)) (PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals))))))	('NP',)
586.6119279296875	588.2019279296875	for the Ethical Treatment of Animals	(PP (IN for) (NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals)))))	('PP',)
586.7219279296875	588.2019279296875	the Ethical Treatment of Animals	(NP (NP (DT the) (NNP Ethical) (NNP Treatment)) (PP (IN of) (NP (NNPS Animals))))	('NP',)
586.7219279296875	587.5119279296875	the Ethical Treatment	(NP (DT the) (NNP Ethical) (NNP Treatment))	('NP',)
587.5519279296875	588.2019279296875	of Animals	(PP (IN of) (NP (NNPS Animals)))	('PP',)
589.1019279296875	590.6519279296875	David called his lawyers and said	(S (NP (NNP David)) (VP (VBD called) (NP (PRP$ his) (NNS lawyers))) (CC and) (VP (VBD said)))	('S',)
589.3519279296875	590.0819279296875	called his lawyers	(VP (VBD called) (NP (PRP$ his) (NNS lawyers)))	('VP',)
589.5419279296875	590.0819279296875	his lawyers	(NP (PRP$ his) (NNS lawyers))	('NP',)
590.8593279296875	593.1293279296875	Look Have you seen what's happening now What can we do	(FRAG (VP (VB Look) (VBP Have) (NP (PRP you)) (VP (VBN seen) (SBAR (WHNP (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG happening) (ADVP (RB now)))))) (WHNP (WP What))) (SQ (MD can) (NP (PRP we)) (VP (VB do)))))))	('FRAG', 'VP')
591.2493279296875	593.1293279296875	seen what's happening now What can we do	(VP (VBN seen) (SBAR (WHNP (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG happening) (ADVP (RB now)))))) (WHNP (WP What))) (SQ (MD can) (NP (PRP we)) (VP (VB do)))))	('VP',)
591.5193279296875	593.1293279296875	what's happening now What can we do	(SBAR (WHNP (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG happening) (ADVP (RB now)))))) (WHNP (WP What))) (SQ (MD can) (NP (PRP we)) (VP (VB do))))	('SBAR',)
591.5193279296875	592.6293279296875	what's happening now What	(WHNP (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG happening) (ADVP (RB now)))))) (WHNP (WP What)))	('WHNP',)
591.5193279296875	592.4193279296875	what's happening now	(SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG happening) (ADVP (RB now))))))	('SBAR',)
591.5193279296875	592.4193279296875	's happening now	(S (VP (VBZ 's) (VP (VBG happening) (ADVP (RB now)))))	('S', 'VP')
591.7293279296875	592.4193279296875	happening now	(VP (VBG happening) (ADVP (RB now)))	('VP',)
592.6493279296875	593.1293279296875	can we do	(SQ (MD can) (NP (PRP we)) (VP (VB do)))	('SQ',)
593.1893279296875	597.3793279296875	And they said Dave this is clearly an April Fools'	(S (CC And) (NP (PRP they)) (VP (VBD said) (SBAR (S (NP (NNP Dave)) (SBAR (S (NP (DT this)) (VP (VBZ is) (ADVP (RB clearly)) (NP (DT an) (NNP April) (NNPS Fools) (POS ')))))))))	('S',)
593.5793279296875	597.3793279296875	said Dave this is clearly an April Fools'	(VP (VBD said) (SBAR (S (NP (NNP Dave)) (SBAR (S (NP (DT this)) (VP (VBZ is) (ADVP (RB clearly)) (NP (DT an) (NNP April) (NNPS Fools) (POS '))))))))	('VP',)
594.3293279296875	597.3793279296875	Dave this is clearly an April Fools'	(SBAR (S (NP (NNP Dave)) (SBAR (S (NP (DT this)) (VP (VBZ is) (ADVP (RB clearly)) (NP (DT an) (NNP April) (NNPS Fools) (POS ')))))))	('SBAR', 'S')
595.2193279296876	597.3793279296875	this is clearly an April Fools'	(SBAR (S (NP (DT this)) (VP (VBZ is) (ADVP (RB clearly)) (NP (DT an) (NNP April) (NNPS Fools) (POS ')))))	('SBAR', 'S')
595.4593279296874	597.3793279296875	is clearly an April Fools'	(VP (VBZ is) (ADVP (RB clearly)) (NP (DT an) (NNP April) (NNPS Fools) (POS ')))	('VP',)
596.3293279296875	597.3793279296875	an April Fools'	(NP (DT an) (NNP April) (NNPS Fools) (POS '))	('NP',)
597.4593279296874	598.8593279296875	Somebody is having you on	(S (NP (NN Somebody)) (VP (VBZ is) (VP (VBG having) (NP (PRP you)) (PP (IN on)))))	('S',)
597.9293279296875	598.8593279296875	is having you on	(VP (VBZ is) (VP (VBG having) (NP (PRP you)) (PP (IN on))))	('VP',)
598.1193279296875	598.8593279296875	having you on	(VP (VBG having) (NP (PRP you)) (PP (IN on)))	('VP',)
599.7793279296875	600.9693279296876	They said just sit back	(S (NP (PRP They)) (VP (VBD said) (S (ADVP (RB just)) (VP (VB sit) (PRT (RB back))))))	('S',)
599.8593279296875	600.9693279296876	said just sit back	(VP (VBD said) (S (ADVP (RB just)) (VP (VB sit) (PRT (RB back)))))	('VP',)
600.1093279296875	600.9693279296876	just sit back	(S (ADVP (RB just)) (VP (VB sit) (PRT (RB back))))	('S',)
600.3993279296875	600.9693279296876	sit back	(VP (VB sit) (PRT (RB back)))	('VP',)
601.0293279296875	602.0693279296875	Let's see what happens	(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB see) (SBAR (WHNP (WP what)) (S (VP (VBZ happens))))))))	('S', 'VP')
601.0293279296875	602.0693279296875	's see what happens	(S (NP (PRP 's)) (VP (VB see) (SBAR (WHNP (WP what)) (S (VP (VBZ happens))))))	('S',)
601.2093279296874	602.0693279296875	see what happens	(VP (VB see) (SBAR (WHNP (WP what)) (S (VP (VBZ happens)))))	('VP',)
601.4093279296875	602.0693279296875	what happens	(SBAR (WHNP (WP what)) (S (VP (VBZ happens))))	('SBAR',)
602.0893279296874	603.4793279296875	But do not respond to it	(S (CC But) (VP (VB do) (RB not) (VP (VB respond) (PP (IN to) (NP (PRP it))))))	('S',)
602.3493279296875	603.4793279296875	do not respond to it	(VP (VB do) (RB not) (VP (VB respond) (PP (IN to) (NP (PRP it)))))	('VP',)
602.7593279296875	603.4793279296875	respond to it	(VP (VB respond) (PP (IN to) (NP (PRP it))))	('VP',)
603.1693279296875	603.4793279296875	to it	(PP (IN to) (NP (PRP it)))	('PP',)
604.5893279296874	608.0693279296875	And you can't you know you've got nothing to worry about until you get served papers	(S (CC And) (NP (PRP you)) (VP (MD ca) (RB n't) (NP (PRP you)) (VP (VB know) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBD got) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about))))))))))) (SBAR (IN until) (S (NP (PRP you)) (VP (VBP get) (VP (VBN served) (NP (NNS papers)))))))))	('S',)
605.1493279296875	608.0693279296875	can't you know you've got nothing to worry about until you get served papers	(VP (MD ca) (RB n't) (NP (PRP you)) (VP (VB know) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBD got) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about))))))))))) (SBAR (IN until) (S (NP (PRP you)) (VP (VBP get) (VP (VBN served) (NP (NNS papers))))))))	('VP',)
605.6593279296875	608.0693279296875	know you've got nothing to worry about until you get served papers	(VP (VB know) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBD got) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about))))))))))) (SBAR (IN until) (S (NP (PRP you)) (VP (VBP get) (VP (VBN served) (NP (NNS papers)))))))	('VP',)
605.9293279296875	606.9593279296874	you've got nothing to worry about	(SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBD got) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about)))))))))))	('SBAR', 'S')
605.9293279296875	606.9593279296874	've got nothing to worry about	(VP (VBP 've) (VP (VBD got) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about)))))))))	('VP',)
606.1193279296875	606.9593279296874	got nothing to worry about	(VP (VBD got) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about))))))))	('VP',)
606.2693279296875	606.9593279296874	nothing to worry about	(NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about)))))))	('NP',)
606.5493279296875	606.9593279296874	to worry about	(SBAR (S (VP (TO to) (VP (VB worry) (PP (IN about))))))	('SBAR', 'S', 'VP')
606.6293279296875	606.9593279296874	worry about	(VP (VB worry) (PP (IN about)))	('VP',)
606.9593279296874	608.0693279296875	until you get served papers	(SBAR (IN until) (S (NP (PRP you)) (VP (VBP get) (VP (VBN served) (NP (NNS papers))))))	('SBAR',)
607.2293279296875	608.0693279296875	you get served papers	(S (NP (PRP you)) (VP (VBP get) (VP (VBN served) (NP (NNS papers)))))	('S',)
607.2593279296875	608.0693279296875	get served papers	(VP (VBP get) (VP (VBN served) (NP (NNS papers))))	('VP',)
607.4193279296875	608.0693279296875	served papers	(VP (VBN served) (NP (NNS papers)))	('VP',)
608.0893279296874	608.9993279296875	Let's see what happens	(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB see) (SBAR (WHNP (WP what)) (S (VP (VBZ happens))))))))	('S', 'VP')
608.0893279296874	608.9993279296875	's see what happens	(S (NP (PRP 's)) (VP (VB see) (SBAR (WHNP (WP what)) (S (VP (VBZ happens))))))	('S',)
608.2893279296875	608.9993279296875	see what happens	(VP (VB see) (SBAR (WHNP (WP what)) (S (VP (VBZ happens)))))	('VP',)
608.4493279296875	608.9993279296875	what happens	(SBAR (WHNP (WP what)) (S (VP (VBZ happens))))	('SBAR',)
609.0978279296875	612.3168279296875	Right And sure enough one afternoon I was at home	(S (ADVP (ADVP (RB Right)) (CC And) (ADVP (RB sure) (RB enough))) (NP (CD one) (NN afternoon)) (NP (PRP I)) (VP (VBD was) (PP (IN at) (NP (NN home)))))	('S',)
609.0978279296875	610.2868279296875	Right And sure enough	(ADVP (ADVP (RB Right)) (CC And) (ADVP (RB sure) (RB enough)))	('ADVP',)
609.6368279296875	610.2868279296875	sure enough	(ADVP (RB sure) (RB enough))	('ADVP',)
610.2868279296875	611.6568279296876	one afternoon	(NP (CD one) (NN afternoon))	('NP',)
611.7568279296875	612.3168279296875	was at home	(VP (VBD was) (PP (IN at) (NP (NN home))))	('VP',)
611.9268279296875	612.3168279296875	at home	(PP (IN at) (NP (NN home)))	('PP',)
612.3568279296875	613.4768279296875	And there's a knock at the door	(S (CC And) (NP (EX there)) (VP (VBZ 's) (NP (DT a) (NN knock)) (PP (IN at) (NP (DT the) (NN door)))))	('S',)
612.5068279296875	613.4768279296875	's a knock at the door	(VP (VBZ 's) (NP (DT a) (NN knock)) (PP (IN at) (NP (DT the) (NN door))))	('VP',)
612.6768279296875	612.9168279296875	a knock	(NP (DT a) (NN knock))	('NP',)
612.9368279296875	613.4768279296875	at the door	(PP (IN at) (NP (DT the) (NN door)))	('PP',)
612.9968279296875	613.4768279296875	the door	(NP (DT the) (NN door))	('NP',)
614.3068279296875	618.6268279296875	And a and a man in a black suit um was standing in my porch way	(S (CC And) (NP (DT a)) (CC and) (NP (NP (DT a) (NN man)) (PP (IN in) (NP (DT a) (JJ black) (NN suit)))) (ADVP (RB um)) (VP (VBD was) (VP (VBG standing) (PP (IN in) (NP (PRP$ my) (NN porch) (NN way))))))	('S',)
614.7768279296874	615.8868279296875	a man in a black suit	(NP (NP (DT a) (NN man)) (PP (IN in) (NP (DT a) (JJ black) (NN suit))))	('NP',)
614.7768279296874	614.9768279296875	a man	(NP (DT a) (NN man))	('NP',)
615.0168279296875	615.8868279296875	in a black suit	(PP (IN in) (NP (DT a) (JJ black) (NN suit)))	('PP',)
615.1268279296875	615.8868279296875	a black suit	(NP (DT a) (JJ black) (NN suit))	('NP',)
616.9968279296875	618.6268279296875	was standing in my porch way	(VP (VBD was) (VP (VBG standing) (PP (IN in) (NP (PRP$ my) (NN porch) (NN way)))))	('VP',)
617.1268279296875	618.6268279296875	standing in my porch way	(VP (VBG standing) (PP (IN in) (NP (PRP$ my) (NN porch) (NN way))))	('VP',)
617.4768279296875	618.6268279296875	in my porch way	(PP (IN in) (NP (PRP$ my) (NN porch) (NN way)))	('PP',)
617.6168279296875	618.6268279296875	my porch way	(NP (PRP$ my) (NN porch) (NN way))	('NP',)
618.7368279296875	619.7468279296875	Or I opened the door	(S (CC Or) (NP (PRP I)) (VP (VBD opened) (NP (DT the) (NN door))))	('S',)
619.0368279296875	619.7468279296875	opened the door	(VP (VBD opened) (NP (DT the) (NN door)))	('VP',)
619.2768279296874	619.7468279296875	the door	(NP (DT the) (NN door))	('NP',)
619.8068279296875	623.5568279296875	He thrust a large A4 sized white envelope in my hand	(S (NP (PRP He)) (VP (VBD thrust) (NP (DT a) (JJ large) (ADJP (JJ A4) (JJ sized)) (JJ white) (NN envelope)) (PP (IN in) (NP (PRP$ my) (NN hand)))))	('S',)
620.3868279296875	623.5568279296875	thrust a large A4 sized white envelope in my hand	(VP (VBD thrust) (NP (DT a) (JJ large) (ADJP (JJ A4) (JJ sized)) (JJ white) (NN envelope)) (PP (IN in) (NP (PRP$ my) (NN hand))))	('VP',)
620.7568279296875	623.0268279296874	a large A4 sized white envelope	(NP (DT a) (JJ large) (ADJP (JJ A4) (JJ sized)) (JJ white) (NN envelope))	('NP',)
621.3968279296874	622.3368279296875	A4 sized	(ADJP (JJ A4) (JJ sized))	('ADJP',)
623.0268279296874	623.5568279296875	in my hand	(PP (IN in) (NP (PRP$ my) (NN hand)))	('PP',)
623.0968279296875	623.5568279296875	my hand	(NP (PRP$ my) (NN hand))	('NP',)
624.1868279296875	626.9468279296875	And says I've been instructed to to pass these to you	(X (CC And) (VP (VBZ says) (SBAR (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBN instructed) (S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you)))))))))))))))	('X',)
624.3268279296875	626.9468279296875	says I've been instructed to to pass these to you	(VP (VBZ says) (SBAR (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBN instructed) (S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you))))))))))))))	('VP',)
624.5868279296875	626.9468279296875	I've been instructed to to pass these to you	(SBAR (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBN instructed) (S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you)))))))))))))	('SBAR', 'S')
624.5868279296875	626.9468279296875	've been instructed to to pass these to you	(VP (VBP 've) (VP (VBN been) (VP (VBN instructed) (S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you)))))))))))	('VP',)
624.7168279296875	626.9468279296875	been instructed to to pass these to you	(VP (VBN been) (VP (VBN instructed) (S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you))))))))))	('VP',)
624.8268279296875	626.9468279296875	instructed to to pass these to you	(VP (VBN instructed) (S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you)))))))))	('VP',)
625.4268279296875	626.9468279296875	to to pass these to you	(S (VP (TO to) (S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you))))))))	('S', 'VP')
625.8468279296875	626.9468279296875	to pass these to you	(S (VP (TO to) (VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you))))))	('S', 'VP')
625.9468279296875	626.9468279296875	pass these to you	(VP (VB pass) (NP (DT these)) (PP (IN to) (NP (PRP you))))	('VP',)
626.5468279296875	626.9468279296875	to you	(PP (IN to) (NP (PRP you)))	('PP',)
627.6168279296875	629.0768279296875	So I said what are they	(FRAG (RB So) (NP (PRP I)) (VP (VBD said) (SBARQ (WHNP (WP what)) (SQ (VBP are) (NP (PRP they))))))	('FRAG',)
628.0068279296875	629.0768279296875	said what are they	(VP (VBD said) (SBARQ (WHNP (WP what)) (SQ (VBP are) (NP (PRP they)))))	('VP',)
628.3468279296875	629.0768279296875	what are they	(SBARQ (WHNP (WP what)) (SQ (VBP are) (NP (PRP they))))	('SBARQ',)
628.5768279296875	629.0768279296875	are they	(SQ (VBP are) (NP (PRP they)))	('SQ',)
629.6968279296875	631.2468279296875	And I opened it in front of him	(S (CC And) (NP (PRP I)) (VP (VBD opened) (NP (PRP it)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP him)))))))	('S',)
629.9968279296875	631.2468279296875	opened it in front of him	(VP (VBD opened) (NP (PRP it)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP him))))))	('VP',)
630.4668279296875	631.2468279296875	in front of him	(PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP him)))))	('PP',)
630.6568279296876	631.2468279296875	front of him	(NP (NP (NN front)) (PP (IN of) (NP (PRP him))))	('NP',)
630.9368279296875	631.2468279296875	of him	(PP (IN of) (NP (PRP him)))	('PP',)
631.6468279296874	633.0268279296874	And I took it out	(S (CC And) (NP (PRP I)) (VP (VBD took) (NP (PRP it)) (PRT (RP out))))	('S',)
